exportcountry,exportccode,importcountry,importccode,tiv_value,year,decade,fh_score,fh_scoreround,fh_rating,fh_rating_abc,top_exporter,top_importer
USA,USA,Thailand,THA,84.84,1997,1990s,3,3,PF,b) Partly Free,USA,Thailand
USA,USA,Thailand,THA,95.403,2003,2000s,2.5,2.5,F,a) Free,USA,Thailand
USA,USA,Thailand,THA,96.94,1973,1970s,4.5,4.5,PF,b) Partly Free,USA,Thailand
USA,USA,Thailand,THA,110,1994,1990s,4,4,PF,b) Partly Free,USA,Thailand
USA,USA,Thailand,THA,110,1996,1990s,3,3,PF,b) Partly Free,USA,Thailand
USA,USA,Thailand,THA,122.661,2002,2000s,2.5,2.5,F,a) Free,USA,Thailand
USA,USA,Thailand,THA,123.9,1991,1990s,5,5,PF,b) Partly Free,USA,Thailand
USA,USA,Thailand,THA,130,1987,1980s,3,3,PF,b) Partly Free,USA,Thailand
USA,USA,Thailand,THA,200,1978,1970s,4.5,4.5,PF,b) Partly Free,USA,Thailand
USA,USA,Thailand,THA,200,1981,1980s,3.5,3.5,PF,b) Partly Free,USA,Thailand
USA,USA,Thailand,THA,206.5,1996,1990s,3,3,PF,b) Partly Free,USA,Thailand
USA,USA,Thailand,THA,247.8,1988,1980s,3,3,PF,b) Partly Free,USA,Thailand
USA,USA,Togo,TGO,1.4,1986,1980s,6,6,NF,c) Not Free,USA,Other importer
USA,USA,Togo,TGO,2.75,1994,1990s,5.5,5.5,NF,c) Not Free,USA,Other importer
USA,USA,Togo,TGO,2.75,1995,1990s,5.5,5.5,NF,c) Not Free,USA,Other importer
USA,USA,Tonga,TON,0.264,1996,1990s,4,4,PF,b) Partly Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,0.35,1987,1980s,1,1,F,a) Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,0.95,1980,1980s,2,2,F,a) Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,0.9702,2000,2000s,2,2,F,a) Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,0.9702,2001,2000s,3,3,PF,b) Partly Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,2,2002,2000s,3,3,PF,b) Partly Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,2.8,2000,2000s,2,2,F,a) Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,5.92,2007,2000s,2,2,F,a) Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,6,1981,1980s,1.5,1.5,F,a) Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,10.2,2011,2010s,2,2,F,a) Free,USA,Other importer
USA,USA,Trinidad & Tobago,TTO,10.2,2012,2010s,2,2,F,a) Free,USA,Other importer
USA,USA,Tunisia,TUN,0.6,2003,2000s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,1.4,1981,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,1.5,1981,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,1.68,1983,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,1.8,2006,2000s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,2.8,1981,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,3.04,1982,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,3.4584,2008,2000s,6,6,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,3.84,1972,1970s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,4.192,1996,1990s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,5,1979,1970s,5.5,5.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,6.9168,2010,2010s,6,6,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,6.9168,2011,2010s,3.5,3.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,7.5,1974,1970s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,7.5,1980,1980s,5.5,5.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,7.5,1981,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,8,1992,1990s,5.5,5.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,8,2002,2000s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,8.4,1973,1970s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,9,1984,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,9.2,1997,1990s,5.5,5.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,9.2,2002,2000s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,9.6,1999,1990s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,9.8,1978,1970s,5.5,5.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,10.48,1976,1970s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,13,1988,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,13.54,1973,1970s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,15.6,1997,1990s,5.5,5.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,15.72,1980,1980s,5.5,5.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,16,1989,1980s,4,4,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,17.05,1982,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,17.16,1983,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,18.4,1995,1990s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,18.4,1996,1990s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,18.4,1998,1990s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,24.05,1989,1980s,4,4,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,38.94,1979,1970s,5.5,5.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,40,1984,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,56,1987,1980s,5.5,5.5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,56.7,1983,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,56.7,1984,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Tunisia,TUN,66,2002,2000s,5.5,5.5,NF,c) Not Free,USA,Tunisia
USA,USA,Tunisia,TUN,80,1985,1980s,5,5,PF,b) Partly Free,USA,Tunisia
USA,USA,Turkey,TUR,0.1,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,0.4,1998,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,0.5,2000,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,0.6,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,0.84,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,0.95,1988,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,0.96,1972,1970s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1,1974,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,1,1975,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,1,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1,2000,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.2,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.3,1992,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.32,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.5,1973,1970s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.5,1976,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,1.6,1983,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.6,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.6,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.8,2001,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.8,2002,2000s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,1.92,2000,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2,1982,1980s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2,1997,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2,1998,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2,1999,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2,2007,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2.25,1987,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2.5,1997,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2.7,2010,2010s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2.98,2008,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,2.98,2009,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3,1981,1980s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3,1982,1980s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3,1983,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3,1985,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3,1986,1980s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3,1987,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3,1988,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3,1989,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3.1,1999,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3.2,1990,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3.5,1972,1970s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3.6,1999,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3.6,2003,2000s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3.6,2004,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3.7,2001,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,3.96,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1983,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1984,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1991,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1992,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1994,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1997,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1998,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,1999,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,2000,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4,2011,2010s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4.4,2011,2010s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4.5,1988,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4.5,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,4.75,1975,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,4.8,1987,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,1973,1970s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,1987,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,1989,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,1992,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,1997,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,1998,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,2000,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,2001,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,2002,2000s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,2003,2000s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,2004,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,2005,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,2006,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,2007,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5,2008,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5.2,1979,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,5.24,1978,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,5.25,1987,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5.25,1989,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5.25,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5.25,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5.25,1998,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5.25,2000,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5.4,1992,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,5.5,1977,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,5.5,1979,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,5.58,2009,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6,1978,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,6,1986,1980s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6,1990,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6,2011,2010s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6,2012,2010s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6.2,2000,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6.2,2001,2000s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6.25,1994,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6.25,2002,2000s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6.25,2004,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,6.6,1978,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,6.8,1974,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,6.86,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7,2011,2010s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.2,1981,1980s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.2,1982,1980s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.2,1990,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.2,1992,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.2,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.2,1998,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.2,2012,2010s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.5,1976,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,7.5,1977,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,7.5,1988,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.5,1989,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.5,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.5,2003,2000s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.5,2007,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,7.5,2008,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1978,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,8,1979,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,8,1980,1980s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1981,1980s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1982,1980s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1983,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1984,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1985,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1986,1980s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1987,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1989,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,2010,2010s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,2011,2010s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,8,2012,2010s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,9,1972,1970s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,9,1973,1970s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,9,1976,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,9,1978,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,9.28,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,9.6,1991,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,10,1977,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,10,1988,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,10.4,2007,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,10.4,2008,2000s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,10.5,1988,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,10.5,2011,2010s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,10.8,1989,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,10.8,1992,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,10.8,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,10.8,1994,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,11,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,11,1994,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,11,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,11,1997,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,11.5,1994,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,11.9,1992,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12,1972,1970s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12,1986,1980s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12,1987,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12,1988,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12,1989,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12,1994,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12,2011,2010s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12.1,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12.5,1974,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,12.5,1975,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,12.5,1976,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,12.5,2012,2010s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,12.8,1986,1980s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13,1994,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1983,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1984,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1985,1980s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1986,1980s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1987,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1988,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1989,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1990,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1991,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1992,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.1,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.2,1973,1970s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.2,1974,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,13.2,1975,1970s,2.5,2.5,F,a) Free,USA,Turkey
USA,USA,Turkey,TUR,13.2,1999,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.5,1987,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.5,1988,1980s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.5,1990,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.5,1991,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.65,1993,1990s,4,4,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.65,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.68,2002,2000s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.75,1991,1990s,3,3,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.8,1994,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,13.8,2012,2010s,3.5,3.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,14,1995,1990s,5,5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,14,1996,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
USA,USA,Turkey,TUR,14,1998,1990s,4.5,4.5,PF,b) Partly Free,USA,Turkey
